fold,encoder_method,stage,epoch,train_loss,validation_loss,loss,train_valid_anchor_pct,train_positive_pair_count,train_hard_negative_pair_count,validation_valid_anchor_pct,validation_positive_pair_count,validation_hard_negative_pair_count,valid_anchor_pct,positive_pair_count,hard_negative_pair_count
6,vanilla,outer_refit,1,,,0.8431645411299542,,,,,,,,,
6,vanilla,outer_refit,2,,,0.2159858971834182,,,,,,,,,
6,vanilla,outer_refit,3,,,0.1408790730172768,,,,,,,,,
6,vanilla,outer_refit,4,,,0.1144926041422877,,,,,,,,,
6,vanilla,outer_refit,5,,,0.0939200722088571,,,,,,,,,
6,vanilla,outer_refit,6,,,0.0850523877212253,,,,,,,,,
6,vanilla,outer_refit,7,,,0.0892805164330639,,,,,,,,,
6,vanilla,outer_refit,8,,,0.0753529698951751,,,,,,,,,
6,vanilla,outer_refit,9,,,0.0755365942895878,,,,,,,,,
6,vanilla,outer_refit,10,,,0.0744387326660216,,,,,,,,,
6,vanilla,outer_refit,11,,,0.0765124920522794,,,,,,,,,
6,guided,inner_selection,1,1.066568550467491,2.23752983212471,,1.0,4372.0,5.45,0.9888671875,4308.65,2207.15,,,
6,guided,inner_selection,2,0.9797031909227372,2.2033792674541477,,1.0,4352.4,5.8,0.9888671875,4308.65,2207.15,,,
6,guided,inner_selection,3,0.91082334369421,2.2588171899318694,,1.0,4387.15,4.5,0.9888671875,4308.65,2207.15,,,
6,guided,inner_selection,4,0.9010476723313332,2.1644033223390577,,0.996875,4371.4,5.6,0.9888671875,4308.65,2207.15,,,
6,guided,inner_selection,5,0.9612855643033982,2.144686698913574,,0.996875,4375.75,5.8,0.9888671875,4308.65,2207.15,,,
6,guided,inner_selection,6,0.8403089329600334,2.243605247139931,,1.0,4380.8,4.35,0.9888671875,4308.65,2207.15,,,
6,guided,inner_selection,7,0.8557856515049934,2.1968159466981887,,0.996875,4368.0,5.35,0.9888671875,4308.65,2207.15,,,
6,guided,inner_selection,8,0.808069697022438,2.299102631211281,,0.996875,4373.75,5.0,0.9888671875,4308.65,2207.15,,,
6,guided,outer_refit,1,,,1.0886200740933418,,,,,,,0.996875,4599.35,4.45
6,guided,outer_refit,2,,,0.9352689623832704,,,,,,,0.996875,4612.4,4.8
6,guided,outer_refit,3,,,0.8786612547934055,,,,,,,1.0,4573.7,3.9
6,guided,outer_refit,4,,,0.8912267729640007,,,,,,,1.0,4594.3,4.3
6,guided,outer_refit,5,,,0.8137372919096378,,,,,,,1.0,4585.4,4.45
7,vanilla,inner_selection,1,0.5414482502266764,2.9601560652256014,,,,,,,,,,
7,vanilla,inner_selection,2,0.1601891207545122,2.861323201656341,,,,,,,,,,
7,vanilla,inner_selection,3,0.1203222669661045,2.794278395175934,,,,,,,,,,
7,vanilla,inner_selection,4,0.1036116885428782,2.785681366920471,,,,,,,,,,
7,vanilla,inner_selection,5,0.090941145241959,2.76497962474823,,,,,,,,,,
7,vanilla,inner_selection,6,0.0938995292119216,2.770657992362976,,,,,,,,,,
7,vanilla,inner_selection,7,0.0792407426808495,2.764069139957428,,,,,,,,,,
7,vanilla,inner_selection,8,0.079934931306343,2.7315647065639497,,,,,,,,,,
7,vanilla,inner_selection,9,0.0800286027981201,2.749506562948227,,,,,,,,,,
7,vanilla,inner_selection,10,0.0716008585783129,2.736775702238083,,,,,,,,,,
7,vanilla,inner_selection,11,0.0668190895485167,2.7200566828250885,,,,,,,,,,
7,vanilla,inner_selection,12,0.0720518542759236,2.7621490180492403,,,,,,,,,,
7,vanilla,inner_selection,13,0.0697761077281029,2.7119115054607392,,,,,,,,,,
7,vanilla,inner_selection,14,0.0680927392560988,2.737628400325775,,,,,,,,,,
7,vanilla,inner_selection,15,0.072931803856045,2.6908568143844604,,,,,,,,,,
7,vanilla,inner_selection,16,0.0664790272741811,2.7224776327610014,,,,,,,,,,
7,vanilla,inner_selection,17,0.0662714572754339,2.7033890306949617,,,,,,,,,,
7,vanilla,inner_selection,18,0.0713717691251076,2.703686249256134,,,,,,,,,,
7,vanilla,outer_refit,1,,,0.5391331570222974,,,,,,,,,
7,vanilla,outer_refit,2,,,0.1490302736739977,,,,,,,,,
7,vanilla,outer_refit,3,,,0.1184070440009236,,,,,,,,,
7,vanilla,outer_refit,4,,,0.0965548080275766,,,,,,,,,
